period,profit,leaching,wetstart
3,0.2489462896337973,9.242637437157418,1
3,0.2497298776830487,0.0036475221454522,1
3,0.2429546006560853,0.0020684211032962,1
3,0.2408235454079634,7.965618324247383e-06,1
3,0.2465181012219128,0.0490213342861905,1
3,0.2504032881545965,0.0432270726600478,1
3,0.24951815230427732,0.0496910336608553,1
3,0.2443560914018441,0.0074438769579823,1
3,0.2461773111030668,0.1463405283955482,1
3,0.24675306777249778,2.7420678751629315e-05,1
3,0.24625892237042,0.0002959699273943,0
3,0.2491778369369933,0.0006934321146147,1
3,0.2410360422488911,1.1049030090974556e-06,1
3,0.2505218834103707,0.166012698898739,1
3,0.24097406666865992,0.0,1
3,0.24092740881114058,0.0,1
3,0.25017403489436124,0.0052089919848319,1
3,0.2473298682991788,0.5689636798405348,0
3,0.2446110697731782,0.0193299986127588,1
3,0.2456221965078437,0.0085343674851706,0
3,0.23482746185869502,0.0003331394029162,1
3,0.24053594839294748,0.0,1
3,0.2505474837904083,0.2135374306601944,1
3,0.2493701271921756,3.701897558678009,1
3,0.2456812138684491,8.082416136502285e-05,1
3,0.2508649367787072,0.0021892797168656,1
3,0.2438085838419752,0.0,1
3,0.2478257092472936,0.0052362815512283,1
3,0.2423403024530019,0.0,1
3,0.245872217979865,0.3816394316077602,1
3,0.2456752577874063,0.0126144863815609,1
3,0.2495105602269401,5.3077132054276666e-05,1
3,0.2471215292950518,2.1497375144568007,1
3,0.24501330698279852,2.429830057463939e-05,1
3,0.2455969758449898,0.4365154880024819,1
3,0.2493654161540953,0.0145200858810418,1
3,0.2498384458878633,0.243546739810047,1
3,0.2462812494637875,0.0,1
3,0.2406402123358633,0.0,1
3,0.241550497512149,5.339357400763002e-06,1
3,0.24509555451060472,0.0003712299558511,1
3,0.2473172652985536,0.0889782746863161,1
3,0.2468200138182681,0.0118441965871231,1
3,0.2489171824810811,0.0052770514471874,1
3,0.2443455466855185,0.0004138769718816,1
3,0.2442568132071123,0.0,1
3,0.2476609860558118,0.1191016281025762,1
3,0.2485048235052464,0.0001281164815661,1
3,0.24595204873750742,0.0834472785617943,1
3,0.2487275697825841,0.0085435813546455,1
3,0.2397507001253867,2.635743651435882e-06,1
3,0.24551715814960612,0.0048094282526401,1
3,0.24010972706603678,0.0002165971173479,1
3,0.2504616561925545,0.3958754783531975,1
3,0.2442255245302428,0.0,1
3,0.24459720390695822,0.0,1
3,0.2451736665242828,4.3205591195678814e-05,1
3,0.2305718876437078,0.0013982842777703,0
3,0.24572342003619121,0.0040527003867582,0
3,0.2504255386996426,0.0244221607785995,1
3,0.24940835354144292,0.000516364314269,1
3,0.24053901956681412,0.0,1
3,0.2447299317690848,0.0,1
3,0.2474210408776486,0.0008357263342548,1
3,0.2475573780014705,4.008092451763095e-05,1
3,0.24529188464149018,5.794945605516197,1
3,0.246981692564772,0.0,1
3,0.2502648512841824,0.0018390627808449,1
3,0.2501752849261884,0.0205989431489505,1
3,0.2328080750693234,0.0,0
3,0.2410310143713345,0.0008729612017039,1
3,0.2459028060554222,0.0045866412513478,0
3,0.2308784524263181,0.0021972485532727,0
3,0.23992581543201882,0.0007938132662108,1
3,0.2495284298899414,0.097953608008482,1
3,0.24929697531992212,0.0380969129036965,1
3,0.2501273293914251,0.0372268583780886,1
3,0.2446205647647136,0.0,1
3,0.2453836928477692,0.0029468983344683,1
3,0.2455324650814568,0.0247361638186356,1
3,0.2299173835578978,4.21672095187259e-06,0
3,0.24563561781239268,7.831122105475246e-07,1
3,0.23301244150598519,0.0030471649798729,0
3,0.2455079227883063,0.0001420787857748,1
3,0.250105691598968,0.0150676019455394,1
3,0.2467388994103964,7.35631031807713e-05,1
3,0.2468126430643626,0.0646932139267158,0
3,0.2414834273482721,5.337948986236644,0
3,0.2397579169888148,0.0,1
3,0.2504287564006248,0.0074942678321637,1
3,0.24835122957318612,5.900309854788574,0
3,0.2501934677083759,6.999113051120804,1
3,0.24718716887742442,0.0,1
3,0.2446857453002935,0.0,1
3,0.2488817865568295,0.0749130097186812,1
3,0.24971670926159362,1.2860709464727471,1
3,0.2407249286569851,0.0,1
3,0.2501335585760359,0.0304266425400607,1
3,0.2484224720950403,0.0014987348203297,1
3,0.2430160732940767,0.0527338674541046,1
3,0.24548668444399221,0.2938578673214783,0
3,0.2455378398944097,1.6921353031391507e-05,0
3,0.2485804631472877,0.0012955070566685,1
3,0.2491125400892482,0.0349693438095247,1
3,0.2500226349835316,0.003531106091794,1
3,0.2411820397022865,0.0,1
3,0.2405503254108491,0.0065047281784757,1
3,0.24741127214291442,0.0,1
3,0.2478405837363535,4.727938493207797,1
3,0.2449642059647797,8.170863123289723e-07,1
3,0.24711848114073012,0.0004524235112416,1
3,0.24908140159520892,0.2523664458118766,1
3,0.2496515272162572,0.0345403381801117,1
3,0.2483046518830973,0.0021947696811147,1
6,0.2451872020038219,0.0104775381112335,1
6,0.2503045696472748,0.0577491026319675,1
6,0.2499106701988918,0.0031330413188256,1
6,0.2486145312472767,0.0012332914738312,1
6,0.2504515533698305,0.0029568176227349,1
6,0.2391501377432688,0.0006117498527047,1
6,0.24454666561983301,0.0,1
6,0.2177934514777224,0.0,0
6,0.2445259910833969,0.0069676566141709,0
6,0.2461608263575443,0.0008636725965058,1
6,0.24731761723909831,0.1404597339420457,1
6,0.2497504241890779,0.1429846766097516,1
6,0.2293864929746549,0.0,1
6,0.2220221547769431,0.0,1
6,0.2428015245425446,0.0079150352947011,0
6,0.2170810769204398,0.0,1
6,0.2020053171860478,3.27248741493674e-08,1
